sentence_col1,sentence_col2,n_raters,mean_rating,std_dev,mean_abs_dev,difficulties,raters,pct_exact_match_with_mode,verb,verb_en,verb_casual,frame_en,frame_en_id,sent_mt_pval,verb_mt_pval,DistClass,DistClassName,translit,google_gemma-3-1b-pt,google_gemma-3-4b-pt,google_gemma-3-12b-pt,meta-llama_Llama-3.1-8B,meta-llama_Llama-3.1-70B,Qwen_Qwen3-32B,sarvamai_sarvam-1
wo aaram se change karte rahenge,wo aaram se badalte rahenge,8,3.625,1.768,1.469,"[4, 2, 2, 5, 5, 4, 1, 6]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",25.0,बदल,change,badal,wo aaram se X karte rahenge,4,0.74086,0.16124,0,Uniform/Random,casual,0.571321578637113,0.5600172591170895,0.578236170484848,1.199943983413007,1.5513945567918828,2.561654513651662,1.2107831658376171
wo aaram se change karte rahenge,wo aaram se badalte rahenge,8,3.625,1.768,1.469,"[4, 2, 2, 5, 5, 4, 1, 6]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",25.0,बदल,change,badal,wo aaram se X karte rahenge,4,0.74086,0.16124,0,Uniform/Random,formal,0.24277993251778046,0.3054211071740164,0.29196843321708865,0.6364229806369287,0.6112801654609215,0.29195216002844726,0.8854815903454338
wo kal string kar chuke the,wo kal piro chuke the,8,5.125,1.727,1.344,"[2, 3, 5, 6, 6, 6, 6, 7]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",50.0,पिरो,string,piro,wo kal X kar chuke the,2,0.29634,0.23084,0,Uniform/Random,devanagari,0.022495473110467356,0.06574661244961143,0.011895298469695673,0.2715694683686819,0.29835955227075833,0.4505678523080926,1.149576686227016
wo kal string kar chuke the,wo kal piro chuke the,8,5.125,1.727,1.344,"[2, 3, 5, 6, 6, 6, 6, 7]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",50.0,पिरो,string,piro,wo kal X kar chuke the,2,0.29634,0.23084,0,Uniform/Random,casual,0.24941724848422164,1.0996916371022538,1.547495601578959,0.9395493169105462,1.1465012553661615,0.6019891106140532,2.7510139301842074
wo kal string kar chuke the,wo kal piro chuke the,8,5.125,1.727,1.344,"[2, 3, 5, 6, 6, 6, 6, 7]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",50.0,पिरो,string,piro,wo kal X kar chuke the,2,0.29634,0.23084,0,Uniform/Random,formal,0.40390939778262736,0.38934414317019345,0.5748192987854298,0.47693368008529635,0.5327956991902644,1.062252216207163,0.8758360080885405
gauge karna aasan hai,bhaapna aasan hai,6,4.0,1.673,1.333,"[6, 2, 3, 4, 6, 3]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",33.3,भाँप,gauge,bhaap,X karna aasan hai,1,0.63538,0.36192,0,Uniform/Random,devanagari,0.03386590998005884,0.07174097785159234,0.012129229175972644,0.9174529167324399,0.8074737132377245,1.2590331339151812,1.1887332485330866
gauge karna aasan hai,bhaapna aasan hai,6,4.0,1.673,1.333,"[6, 2, 3, 4, 6, 3]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",33.3,भाँप,gauge,bhaap,X karna aasan hai,1,0.63538,0.36192,0,Uniform/Random,casual,0.00492432991686887,0.035727153208293956,0.01048254262083385,1.2620990022892091,0.9420555822382494,0.48172452596800047,1.3148262404295705
gauge karna aasan hai,bhaapna aasan hai,6,4.0,1.673,1.333,"[6, 2, 3, 4, 6, 3]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",33.3,भाँप,gauge,bhaap,X karna aasan hai,1,0.63538,0.36192,0,Uniform/Random,formal,0.04618210732142616,0.09771303929723477,0.02308599934120822,0.5529111681830261,0.5103919075634357,0.41737915332696796,0.5067369297301179
wo aaram se gauge karte rahenge,wo aaram se bhaapte rahenge,8,4.25,1.669,1.312,"[3, 5, 7, 2, 4, 6, 3, 4]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",25.0,भाँप,gauge,bhaap,wo aaram se X karte rahenge,4,0.9769,0.36192,0,Uniform/Random,devanagari,0.02637976304950503,0.08584150365985596,0.08773900001006286,0.5027380899762776,0.48359637508780695,0.7920740509306256,0.1793463862185043
wo aaram se gauge karte rahenge,wo aaram se bhaapte rahenge,8,4.25,1.669,1.312,"[3, 5, 7, 2, 4, 6, 3, 4]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",25.0,भाँप,gauge,bhaap,wo aaram se X karte rahenge,4,0.9769,0.36192,0,Uniform/Random,casual,1.1429064546860437,0.9855710968004757,0.8689700587321632,0.3430526236409272,0.5325722124841745,0.758242209242155,1.5007097882834937
wo aaram se gauge karte rahenge,wo aaram se bhaapte rahenge,8,4.25,1.669,1.312,"[3, 5, 7, 2, 4, 6, 3, 4]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",25.0,भाँप,gauge,bhaap,wo aaram se X karte rahenge,4,0.9769,0.36192,0,Uniform/Random,formal,0.08697572825268653,0.07252554071608058,0.0763775645605329,0.287149134504028,0.2516000210831585,0.22440009532782523,0.7108974468513318
wo aaram se dare karte rahenge,wo aaram se lalkaarte rahenge,6,3.333,1.633,1.333,"[4, 4, 2, 6, 2, 2]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,ललकार,dare,lalkaar,wo aaram se X karte rahenge,4,0.14746,0.33138,0,Uniform/Random,devanagari,0.00718905870168747,0.00899983150318248,0.019009939071735173,0.34172896850730927,0.3123455933607506,0.5629974892485147,0.16215346530311853
wo aaram se dare karte rahenge,wo aaram se lalkaarte rahenge,6,3.333,1.633,1.333,"[4, 4, 2, 6, 2, 2]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,ललकार,dare,lalkaar,wo aaram se X karte rahenge,4,0.14746,0.33138,0,Uniform/Random,casual,1.3392049882344428,1.0469930197879926,0.7998416399153624,0.6817446243604423,0.6358866763031408,2.258640407374677,2.1066118885876493
wo aaram se dare karte rahenge,wo aaram se lalkaarte rahenge,6,3.333,1.633,1.333,"[4, 4, 2, 6, 2, 2]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,ललकार,dare,lalkaar,wo aaram se X karte rahenge,4,0.14746,0.33138,0,Uniform/Random,formal,0.14509183098172868,0.2744307192860999,0.3371861716177191,0.5351182796280131,0.499399809190153,0.45064980043780717,1.5616719442971554
gauge karna mana hona chahiye,bhaapna mana hona chahiye,6,4.333,1.633,1.111,"[4, 4, 4, 5, 7, 2]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,भाँप,gauge,bhaap,X karna mana hona chahiye,3,0.31384,0.36192,0,Uniform/Random,devanagari,0.08066293179624853,0.09183146821736242,0.04175298304698918,0.9289464531091338,1.1480429253299846,1.2844313694721412,0.5206640133650698
gauge karna mana hona chahiye,bhaapna mana hona chahiye,6,4.333,1.633,1.111,"[4, 4, 4, 5, 7, 2]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,भाँप,gauge,bhaap,X karna mana hona chahiye,3,0.31384,0.36192,0,Uniform/Random,casual,0.001035764634662806,0.011880231268563112,0.007315894190551491,1.0688697902942237,1.5910952795769575,0.4919663887395029,1.1212664293364294
gauge karna mana hona chahiye,bhaapna mana hona chahiye,6,4.333,1.633,1.111,"[4, 4, 4, 5, 7, 2]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,भाँप,gauge,bhaap,X karna mana hona chahiye,3,0.31384,0.36192,0,Uniform/Random,formal,0.13423515715223505,0.1753018656432253,0.13420598885587004,0.6270486817506257,0.7283558260676023,0.6622183544047565,0.5753239135072296
move karna aasan hai,chalna aasan hai,8,5.5,1.604,1.375,"[4, 6, 7, 7, 6, 4, 3, 7]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",37.5,चल्,move,chal,X karna aasan hai,1,0.29634,0.0138,3,SinglePeakRight,devanagari,0.18993838209911607,0.041873966981877404,0.019206068427906252,0.5720270849328147,0.6029086627424335,2.759086698059933,14.27536704394948
move karna aasan hai,chalna aasan hai,8,5.5,1.604,1.375,"[4, 6, 7, 7, 6, 4, 3, 7]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",37.5,चल्,move,chal,X karna aasan hai,1,0.29634,0.0138,3,SinglePeakRight,casual,1.5491138676536864,0.2742722850777359,2.6410286936849667,2.7538172132087735,1.674695192741742,12.107664528108428,1.8643010107819373
move karna aasan hai,chalna aasan hai,8,5.5,1.604,1.375,"[4, 6, 7, 7, 6, 4, 3, 7]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",37.5,चल्,move,chal,X karna aasan hai,1,0.29634,0.0138,3,SinglePeakRight,formal,0.1484423767670298,0.09586367157748017,0.27715672793674295,0.5714158462430052,0.9385117401760318,1.168042428494779,1.452905864601481
witness karna mana hona chahiye,dekhna mana hona chahiye,8,5.625,1.598,1.062,"[6, 6, 6, 7, 2, 5, 7, 6]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",50.0,देख्,witness,dekh,X karna mana hona chahiye,3,0.10454,0.0,3,SinglePeakRight,devanagari,0.04179303709590578,0.09272195134786058,0.03162893527866662,1.3548721538961357,2.3000832478893725,1.5091584951857604,1.4726323260041505
witness karna mana hona chahiye,dekhna mana hona chahiye,8,5.625,1.598,1.062,"[6, 6, 6, 7, 2, 5, 7, 6]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",50.0,देख्,witness,dekh,X karna mana hona chahiye,3,0.10454,0.0,3,SinglePeakRight,casual,0.011857046391617535,0.013483337634784234,0.008721235164221349,0.5388076031071025,0.4499098632446081,0.16791633636638026,0.4523028159785218
witness karna mana hona chahiye,dekhna mana hona chahiye,8,5.625,1.598,1.062,"[6, 6, 6, 7, 2, 5, 7, 6]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",50.0,देख्,witness,dekh,X karna mana hona chahiye,3,0.10454,0.0,3,SinglePeakRight,formal,0.07975201208324315,0.04107527349216208,0.06374032932113761,0.1740821433592494,0.2234957254475349,0.2745057009661387,0.360487146007905
wo yearn kar rahe hain,wo taras rahe hain,6,6.0,1.549,1.0,"[7, 7, 3, 6, 7, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,तरस,yearn,taras,wo X kar rahe hain,0,0.14746,0.0,3,SinglePeakRight,devanagari,0.035077801946642756,0.19539494903090834,0.3184385561844142,0.2660496414213022,0.2808676374184356,0.32558910549582654,0.9287120218863819
wo yearn kar rahe hain,wo taras rahe hain,6,6.0,1.549,1.0,"[7, 7, 3, 6, 7, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,तरस,yearn,taras,wo X kar rahe hain,0,0.14746,0.0,3,SinglePeakRight,casual,0.23298628078940112,0.383357241870779,0.46671506279103914,2.098754335355898,2.136458434250241,5.993614823977942,2.726375579916605
wo yearn kar rahe hain,wo taras rahe hain,6,6.0,1.549,1.0,"[7, 7, 3, 6, 7, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,तरस,yearn,taras,wo X kar rahe hain,0,0.14746,0.0,3,SinglePeakRight,formal,0.08681329427882235,0.045088512237233584,0.11331252292807723,0.8216703928082468,0.8362785219567164,6.403266168470313,0.5464320597540159
wo aaram se yearn karte rahenge,wo aaram se taraste rahenge,6,6.0,1.549,1.0,"[7, 7, 3, 6, 7, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,तरस,yearn,taras,wo aaram se X karte rahenge,4,0.14746,0.0,3,SinglePeakRight,devanagari,0.007420996324373573,0.02361420262944248,0.029868690040858854,0.4111906590768058,0.37446609236881506,0.6019450852538893,0.1646795299208049
wo aaram se yearn karte rahenge,wo aaram se taraste rahenge,6,6.0,1.549,1.0,"[7, 7, 3, 6, 7, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,तरस,yearn,taras,wo aaram se X karte rahenge,4,0.14746,0.0,3,SinglePeakRight,casual,0.49097511496004403,0.34048214942134647,0.22775320348034778,2.26162780113957,2.1633911541681417,4.437864525097771,1.8461193067814805
wo aaram se yearn karte rahenge,wo aaram se taraste rahenge,6,6.0,1.549,1.0,"[7, 7, 3, 6, 7, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,तरस,yearn,taras,wo aaram se X karte rahenge,4,0.14746,0.0,3,SinglePeakRight,formal,0.08156761851932473,0.09430278305459946,0.08004371584322258,0.7658105779781818,1.0621128852246031,1.4950699750333656,0.7306362877130228
knock karna mana hona chahiye,khatkhatana mana hona chahiye,6,2.0,1.549,1.333,"[1, 4, 1, 1, 1, 4]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",66.7,खटखटा,knock,khatkhata,X karna mana hona chahiye,3,0.00792,0.31882,0,Uniform/Random,devanagari,0.0018515869256334955,0.005583658905937774,0.001702525041626868,0.33476267167292084,0.33545795309049964,1.0374128720395428,0.4862033073717459
knock karna mana hona chahiye,khatkhatana mana hona chahiye,6,2.0,1.549,1.333,"[1, 4, 1, 1, 1, 4]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",66.7,खटखटा,knock,khatkhata,X karna mana hona chahiye,3,0.00792,0.31882,0,Uniform/Random,casual,0.019594758650863672,0.006816536445819829,0.005313279714751507,0.43755414667595777,0.7608345946288622,1.1535534429702925,0.5715742425952448
knock karna mana hona chahiye,khatkhatana mana hona chahiye,6,2.0,1.549,1.333,"[1, 4, 1, 1, 1, 4]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",66.7,खटखटा,knock,khatkhata,X karna mana hona chahiye,3,0.00792,0.31882,0,Uniform/Random,formal,0.6727622243789024,0.8561642629372656,0.9867588830770742,0.7122499046467001,0.6576213244958238,0.4770321914987945,0.40590233813883736
crack karna mana hona chahiye,footna mana hona chahiye,6,3.0,1.549,1.333,"[1, 5, 4, 2, 2, 4]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",33.3,फूट,crack,foot,X karna mana hona chahiye,3,0.63538,0.24424,0,Uniform/Random,devanagari,0.012036521811613956,0.015273409157761805,0.01928452994597407,0.5987506726309757,0.9804665949766058,1.3862417892079004,1.2765909862036804
